0 1.23507e-06
0.01 5.09946e-05
0.02 -9.04806e-05
0.03 0.000203841
0.04 -0.000424499
0.05 0.000867989
0.06 -0.0017178
0.07 0.00328771
0.08 -0.00606045
0.09 0.0107141
0.1 -0.0180686
0.11 0.0288767
0.12 -0.0433657
0.13 0.0605128
0.14 -0.0772444
0.15 0.0881236
0.16 -0.086448
0.17 0.0675358
0.18 -0.0336293
0.19 -0.00285768
0.2 0.0232113
0.21 -0.0161068
0.22 -0.00727407
0.23 0.0171787
0.24 0.00106
0.25 -0.0179937
0.26 -0.00187499
0.27 0.0225778
0.28 0.0137451
0.29 -0.0255731
0.3 -0.051642
0.31 -0.0208704
0.32 0.0802946
0.33 0.234278
0.34 0.40885
0.35 0.574218
0.36 0.711975
0.37 0.815854
0.38 0.888096
0.39 0.935042
0.4 0.963824
0.41 0.980599
0.42 0.989947
0.43 0.994953
0.44 0.997538
0.45 0.998831
0.46 0.999458
0.47 0.999755
0.48 0.99989
0.49 0.999956
0.5 0.999972
0.51 1.00001
0.52 0.999954
0.53 1.00009
0.54 0.999797
0.55 1.00042
0.56 0.999132
0.57 1.00172
0.58 0.996712
0.59 1.00606
0.6 0.989286
0.61 1.01807
0.62 0.971123
0.63 1.04337
0.64 0.939487
0.65 1.07724
0.66 0.911876
0.67 1.08645
0.68 0.932464
0.69 1.03363
0.7 1.00286
0.71 0.976789
0.72 1.01611
0.73 1.00727
0.74 0.982821
0.75 0.99894
0.76 1.01799
0.77 1.00187
0.78 0.977422
0.79 0.986255
0.8 1.02557
0.81 1.05164
0.82 1.02087
0.83 0.919705
0.84 0.765722
0.85 0.59115
0.86 0.425782
0.87 0.288025
0.88 0.184146
0.89 0.111904
0.9 0.0649584
0.91 0.0361757
0.92 0.0194012
0.93 0.0100531
0.94 0.00504754
0.95 0.00246175
0.96 0.00116926
0.97 0.000540924
0.98 0.000246602
0.99 0.000105127
1 5.53674e-05
